Organism_Name,Group name,Domain/Realm name,Kingdom name,Phylum name,Class name,Order name,Family name,Genus name,Species taxid,acc,query,tar_tco,full_e_tco,full_score_tco,full_bias_tco,dom_e_tco,dom_score_tco,dom_bias_tco,tar_RAPTOR,full_e_RAPTOR,full_score_RAPTOR,full_bias_RAPTOR,dom_e_RAPTOR,dom_score_RAPTOR,dom_bias_RAPTOR,ProteinPresence
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036135.2,PTHR12848.orig.30.pir,CAI5180206.1,1.4999999999999999e-116,390.6,65.7,2.9e-116,389.6,65.7,CAI5105373.1,0,1423.3,18.7,0,1422.9,18.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036155.2,PTHR12848.orig.30.pir,CAI4980663.1,6.9e-117,391.7,61.3,1.4999999999999999e-116,390.5,61.3,CAI4953689.1,0,1419.1,19.1,0,1418.7,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036155.2,PTHR12848.orig.30.pir,CAI4980663.1,6.9e-117,391.7,61.3,1.4999999999999999e-116,390.5,61.3,CAI5109737.1,0,1419.1,19.1,0,1418.7,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036155.2,PTHR12848.orig.30.pir,CAI5011655.1,6.9e-117,391.7,61.3,1.4999999999999999e-116,390.5,61.3,CAI4953689.1,0,1419.1,19.1,0,1418.7,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036155.2,PTHR12848.orig.30.pir,CAI5011655.1,6.9e-117,391.7,61.3,1.4999999999999999e-116,390.5,61.3,CAI5109737.1,0,1419.1,19.1,0,1418.7,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036155.2,PTHR12848.orig.30.pir,CAI5154879.1,6.9e-117,391.7,61.3,1.4999999999999999e-116,390.5,61.3,CAI4953689.1,0,1419.1,19.1,0,1418.7,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036155.2,PTHR12848.orig.30.pir,CAI5154879.1,6.9e-117,391.7,61.3,1.4999999999999999e-116,390.5,61.3,CAI5109737.1,0,1419.1,19.1,0,1418.7,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036195.1,PTHR12848.orig.30.pir,CAI4819573.1,1.0999999999999999e-117,392.9,63.2,2.3999999999999998e-117,391.8,63.2,CAI4562725.1,0,1359.1,17.8,3.0999999999999996e-272,905.1,10.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI4920802.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI4938420.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI4920802.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI4996644.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI4920802.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI5207667.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI4985388.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI4938420.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI4985388.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI4996644.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI4985388.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI5207667.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI5026564.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI4938420.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI5026564.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI4996644.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI5026564.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI5207667.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI5203700.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI4938420.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI5203700.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI4996644.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036215.2,PTHR12848.orig.30.pir,CAI5203700.1,1.2e-116,391.1,65.7,2.3e-116,390.1,65.7,CAI5207667.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036235.2,PTHR12848.orig.30.pir,CAI5011097.1,1.6e-117,393.9,62.6,3.3999999999999996e-117,392.9,62.6,CAI4967004.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036235.2,PTHR12848.orig.30.pir,CAI5011097.1,1.6e-117,393.9,62.6,3.3999999999999996e-117,392.9,62.6,CAI5058638.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036235.2,PTHR12848.orig.30.pir,CAI5049556.1,1.6e-117,393.9,62.6,3.3999999999999996e-117,392.9,62.6,CAI4967004.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036235.2,PTHR12848.orig.30.pir,CAI5049556.1,1.6e-117,393.9,62.6,3.3999999999999996e-117,392.9,62.6,CAI5058638.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036235.2,PTHR12848.orig.30.pir,CAI5140038.1,1.6e-117,393.9,62.6,3.3999999999999996e-117,392.9,62.6,CAI4967004.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036235.2,PTHR12848.orig.30.pir,CAI5140038.1,1.6e-117,393.9,62.6,3.3999999999999996e-117,392.9,62.6,CAI5058638.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036255.1,PTHR12848.orig.30.pir,CAI4829702.1,9.6e-118,393.1,63.4,2e-117,392,63.4,CAI4534520.1,0,1416.1,20.5,0,1415.7,20.5,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036275.1,PTHR12848.orig.30.pir,CAI4792846.1,1.8e-78,263.5,24.3,1.8e-78,263.5,24.3,CAI4542939.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036295.2,PTHR12848.orig.30.pir,CAI5200996.1,2.6999999999999997e-117,393.6,63.4,5.3e-117,392.6,63.4,CAI5026676.1,0,1420.7,19.8,0,1420.3,19.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036295.2,PTHR12848.orig.30.pir,CAI5200996.1,2.6999999999999997e-117,393.6,63.4,5.3e-117,392.6,63.4,CAI5048665.1,0,1420.7,19.8,0,1420.3,19.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036295.2,PTHR12848.orig.30.pir,CAI5200996.1,2.6999999999999997e-117,393.6,63.4,5.3e-117,392.6,63.4,CAI5219978.1,0,1420.7,19.8,0,1420.3,19.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036315.2,PTHR12848.orig.30.pir,CAI4956570.1,5.299999999999999e-119,398.1,57.7,9.199999999999999e-119,397.3,57.7,CAI4926791.1,0,1418.5,19.2,0,1418.1,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036335.2,PTHR12848.orig.30.pir,CAI4911681.1,7.099999999999999e-119,398.1,57.8,1.3e-118,397.2,57.8,CAI4918949.1,0,1421.1,18.8,0,1420.7,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036335.2,PTHR12848.orig.30.pir,CAI4911681.1,7.099999999999999e-119,398.1,57.8,1.3e-118,397.2,57.8,CAI4925227.1,0,1421.1,18.8,0,1420.7,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036335.2,PTHR12848.orig.30.pir,CAI4911681.1,7.099999999999999e-119,398.1,57.8,1.3e-118,397.2,57.8,CAI4998102.1,0,1421.1,18.8,0,1420.7,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036335.2,PTHR12848.orig.30.pir,CAI4918216.1,7.099999999999999e-119,398.1,57.8,1.3e-118,397.2,57.8,CAI4918949.1,0,1421.1,18.8,0,1420.7,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036335.2,PTHR12848.orig.30.pir,CAI4918216.1,7.099999999999999e-119,398.1,57.8,1.3e-118,397.2,57.8,CAI4925227.1,0,1421.1,18.8,0,1420.7,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036335.2,PTHR12848.orig.30.pir,CAI4918216.1,7.099999999999999e-119,398.1,57.8,1.3e-118,397.2,57.8,CAI4998102.1,0,1421.1,18.8,0,1420.7,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036375.1,PTHR12848.orig.30.pir,CAI4824323.1,3.2999999999999995e-119,397.9,57.3,5.699999999999999e-119,397.1,57.3,CAI4498800.1,0,1419.8,19.7,0,1419.4,19.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036395.1,PTHR12848.orig.30.pir,CAI4903873.1,8.6e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4885475.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036415.1,PTHR12848.orig.30.pir,CAI4904081.1,3e-78,262.7,23.2,3e-78,262.7,23.2,CAI4881377.1,0,1420.7,19.8,0,1420.3,19.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036435.1,PTHR12848.orig.30.pir,CAI4834389.1,4.7999999999999996e-117,390.8,65.5,9.7e-117,389.8,65.5,CAI4548307.1,0,1420.3,19.5,0,1419.9,19.5,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036475.2,PTHR12848.orig.30.pir,CAI4914039.1,1.3e-116,390.8,65.5,2.6e-116,389.8,65.5,CAI4982432.1,0,1419.8,19.4,0,1419.4,19.4,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036475.2,PTHR12848.orig.30.pir,CAI4975973.1,1.3e-116,390.8,65.5,2.6e-116,389.8,65.5,CAI4982432.1,0,1419.8,19.4,0,1419.4,19.4,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036475.2,PTHR12848.orig.30.pir,CAI5001141.1,1.3e-116,390.8,65.5,2.6e-116,389.8,65.5,CAI4982432.1,0,1419.8,19.4,0,1419.4,19.4,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036495.1,PTHR12848.orig.30.pir,CAI4853287.1,4.7999999999999996e-117,390.8,65.4,9.499999999999999e-117,389.8,65.4,CAI4546554.1,0,1351.3,31,0,1349.3,31,TCO and RAPTOR
Naganishia cerealis,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,610337,GCA_030039265.1,PTHR12848.orig.30.pir,KAJ9097933.1,1.3e-13,50.1,44.8,1.4e-7,30.1,2.3,KAJ9090827.1,0,1414.8,0.1,0,1414.2,0.1,TCO and RAPTOR
Coniosporium tulheliwenetii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,NA,NA,Coniosporium,3383036,GCA_030247845.1,PTHR12848.orig.30.pir,KAJ9640518.1,5.8e-8,31.4,21.6,7.7e-7,27.7,21.6,KAJ9641465.1,0,1517.4,0.3,0,1517,0.3,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030267465.1,PTHR12848.orig.30.pir,GMC42329.1,1.6e-117,392.3,64.2,3.3999999999999996e-117,391.2,64.2,GMC41200.1,0,1420.9,18.8,0,1420.5,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030267525.1,PTHR12848.orig.30.pir,GMC23682.1,4.4000000000000006e-118,394.1,62.4,9.4e-118,393,62.4,GMC33070.1,0,1420.6,19.9,0,1420.2,19.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030267545.1,PTHR12848.orig.30.pir,GMC19355.1,4.3999999999999995e-117,390.8,65.4,8.899999999999999e-117,389.8,65.4,GMC21703.1,0,1420.5,20.2,0,1420.1,20.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030267605.1,PTHR12848.orig.30.pir,GMC46069.1,8.6e-118,393.2,63.3,1.8e-117,392.1,63.3,GMC45458.1,0,1420.7,19.6,0,1420.3,19.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030267645.1,PTHR12848.orig.30.pir,GMC39468.1,2.8e-117,391.5,64.8,5.6e-117,390.5,64.8,GMC29492.1,0,1420.4,20.2,0,1420,20.2,TCO and RAPTOR
Ambrosiozyma monospora,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ambrosiozyma,43982,GCA_030267765.1,PTHR12848.orig.30.pir,GMG21528.1,1.2e-10,40.4,50.3,1.2e-10,40.4,50.3,GMG19780.1,0,1148.2,5,0,1147.7,5,TCO and RAPTOR
[Candida] boidinii,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,5477,GCA_030267825.1,PTHR12848.orig.30.pir,GMF72783.1,2.3e-16,58.5,21.1,1.9e-15,55.4,21.1,GMF61746.1,1.1e-66,224.2,37.4,1.5e-64,217.1,37.4,TCO and RAPTOR
[Candida] boidinii,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,5477,GCA_030267865.1,PTHR12848.orig.30.pir,GMF63475.1,6.7e-9,35.4,14.9,8.6e-9,35.1,14.9,GME90286.1,9.200000000000001e-260,865.4,1.8,1.4999999999999998e-259,864.6,1.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030292175.1,PTHR12848.orig.30.pir,WPD63519.1,8.3e-118,393.2,63.3,1.8e-117,392.1,63.3,WPD60770.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Lodderomyces elongisporus,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Lodderomyces,36914,GCA_030384665.1,PTHR12848.orig.30.pir,WLF78040.1,4.3e-11,41,59,4e-9,34.5,2.8,WLF77989.1,0,1395.1,11.7,0,1197.6,3.7,TCO and RAPTOR
Pyrenophora teres f. teres,NA,NA,NA,NA,NA,NA,NA,NA,97479,GCA_031213615.1,PTHR12848.orig.30.pir,KAK1911946.1,9.3e-8,31.3,2,9.3e-8,31.3,2,KAK1911027.1,0,1502.3,0,0,1501.9,0,TCO and RAPTOR
Xylaria bambusicola,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,326684,GCA_033171785.1,PTHR12848.orig.30.pir,KAK5625895.1,7.6e-9,34.9,1.7,7.6e-9,34.9,1.7,KAK5626870.1,0,1494.2,1.5,0,1494.2,1.5,TCO and RAPTOR
Linnemannia elongata,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,310910,GCA_033807475.1,PTHR12848.orig.30.pir,KAK3820597.1,4.5e-11,42.2,0.2,4.5e-11,42.2,0.2,KAK3807461.1,0,1469.3,0,0,1469,0,TCO and RAPTOR
Benniella sp.,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Benniella,2810443,GCA_033807495.1,PTHR12848.orig.30.pir,KAK3819506.1,9.8e-14,51.2,2.3,1.2e-13,50.9,2.3,KAK3811279.1,0,1471.9,0,0,1471.5,0,TCO and RAPTOR
Linnemannia gamsii,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,64522,GCA_033807515.1,PTHR12848.orig.30.pir,KAK3842172.1,3.6e-14,52.6,2,3.6e-14,52.6,2,KAK3843358.1,0,1471.7,0,0,1471.4,0,TCO and RAPTOR
Mucor velutinosus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,708070,GCA_035048745.1,PTHR12848.orig.30.pir,KAK4509544.1,6.7e-14,51.5,1.7,6.7e-14,51.5,1.7,KAK4514827.1,0,1479.1,5.1,0,1478.7,5.1,TCO and RAPTOR
Australozyma saopauloensis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Australozyma,291208,GCA_035610405.1,PTHR12848.orig.30.pir,WPK25316.1,7.7e-13,46.6,30,5e-9,34,2.3,WPK25434.1,0,1388.8,0.2,0,1388.3,0.2,TCO and RAPTOR
Arxiozyma heterogenica,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Arxiozyma,278026,GCA_036320825.1,PTHR12848.orig.30.pir,KAK5778323.1,2.8999999999999997e-67,226.3,112.2,1.6000000000000002e-65,220.5,105.5,KAK5778902.1,0,1329.5,12.9,0,1329.1,12.9,TCO and RAPTOR
Linnemannia elongata,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,310910,GCA_036320915.1,PTHR12848.orig.30.pir,KAK5799001.1,1.3e-11,44,3,1.3e-11,44,3,KAK5821384.1,0,1474.8,0,0,1474.5,0,TCO and RAPTOR
Arxiozyma heterogenica,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Arxiozyma,278026,GCA_036370985.1,PTHR12848.orig.30.pir,KAK5962383.1,7.4e-67,225,113.6,1.4999999999999998e-47,161.3,90.8,KAK5961345.1,3.3999999999999993e-203,676.2,2.7,4.2999999999999997e-203,675.9,2.7,TCO and RAPTOR
Aureobasidium pullulans,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,5580,GCA_036418965.1,PTHR12848.orig.30.pir,KAK6000695.1,2.8e-8,32.5,12.6,3.8e-7,28.8,12.3,KAK6008702.1,0,1456.5,0,0,1456.1,0,TCO and RAPTOR
Scheffersomyces amazonensis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Scheffersomyces,1078765,GCA_036850825.1,PTHR12848.orig.30.pir,KAK6198833.1,7.1e-8,30.5,5,7.1e-8,30.5,5,KAK6198773.1,0,1407.2,13.2,0,1406.6,13.2,TCO and RAPTOR
Scheffersomyces coipomensis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Scheffersomyces,1788519,GCA_036884675.1,PTHR12848.orig.30.pir,KAK6463280.1,1.1e-9,36.5,59.1,2.2e-6,25.6,4.9,KAK6463334.1,0,1421.6,2.4,0,1421.3,2.4,TCO and RAPTOR
Scheffersomyces xylosifermentans,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Scheffersomyces,1304137,GCA_036884685.1,PTHR12848.orig.30.pir,KAK6454015.1,7.7e-8,30.4,90.1,1.2e-6,26.5,9.6,KAK6454074.1,0,1422.4,1.1,0,1422.1,1.1,TCO and RAPTOR
Martiniozyma asiatica (nom. inval.),budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Martiniozyma,148097,GCA_037044635.1,PTHR12848.orig.30.pir,GMM28091.1,1.3e-12,46,0.9,2.2e-12,45.3,0.9,GMM28178.1,0,1214.7,0.2,0,1214.2,0.2,TCO and RAPTOR
